S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
151,NATIONAL GALLERY SINGAPORE,Registered with IPC,200900977G,From 01/12/2021 to 30/11/2024,Arts and Heritage,"Historical & Cultural Conservation,Visual Arts","Public awareness, promotion & advisory Training & education Research"
152,NATIONAL HEALTHCARE GROUP ENDOWMENT FUND,Deregistered,T01CC1492K,Not Applicable,Health,,"Financial assistance, bursaries & scholarships Training & education Research"
153,NATIONAL HEALTHCARE GROUP FUND,Registered with IPC,201623926M,From 14/2/2021 to 13/2/2024,Health,,"Direct Services Research Training & education Public awareness, promotion & advisory"
154,NATIONAL HERITAGE FUND,Registered with IPC,T03CC1717K,From 01/8/2022 to 31/7/2025,Arts and Heritage,Historical & Cultural Conservation,"Public awareness, promotion & advisory"
155,NATIONAL VOLUNTEER AND PHILANTHROPY CENTRE,Registered with IPC,200817256W,From 05/11/2021 to 04/11/2024,Others,General Charitable Purposes,"Grantmaking Public awareness, promotion & advisory Supports other Charities Training & education Research"
156,NCC RESEARCH FUND,Registered with IPC,T05CC1897G,From 19/8/2020 to 18/8/2023,Health,,Grantmaking Research
157,New Hope Community Services,Registered with IPC,T04SS0026C,From 01/11/2022 to 30/9/2026,Social and Welfare,Family,Direct Services
158,NEW LIFE BAPTIST CHURCH LTD.,Registered,198204057K,Not Applicable,Religious,Christianity,
159,NEW LIFE COMMUNITY SERVICES,Registered with IPC,T00SS0057E,From 01/4/2021 to 31/3/2024,Social and Welfare,Children/Youth,Direct Services
160,Nichiren Shoshu Buddhist Association (Singapore),Registered,S92SS0054F,Not Applicable,Religious,Buddhism,
161,NTUC EDUCATION AND TRAINING FUND,Registered with IPC,S99CC1354K,Not Applicable,Others,General Charitable Purposes,Training & education
162,NTUC ELDERCARE DAY CARE PROGRAMME,Deregistered,T06CC2000C,Not Applicable,Social and Welfare,Eldercare,
163,NTUC FAIRPRICE FOUNDATION LTD.,Registered,200611163W,Not Applicable,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships"
164,NTUC-U CARE FUND,Registered with IPC,T09CC0008D,From 01/5/2022 to 31/10/2024,Social and Welfare,"Children/Youth,Community,Eldercare,Family","Financial assistance, bursaries & scholarships Supports other Charities"
165,NUHS FUND LIMITED,Registered with IPC,201203593Z,From 14/5/2020 to 13/5/2023,Health,,
166,OMF INTERNATIONAL (IHQ) LTD,Registered,198301499R,Not Applicable,Religious,Christianity,Direct Services Supports other Charities Training & education Research
167,PAP COMMUNITY FOUNDATION - CHARITY DIVISION,Registered with IPC,T02CC1585L,From 24/7/2020 to 23/7/2024,Social and Welfare,"Community,Disability (Children),Eldercare","Financial assistance, bursaries & scholarships Supports other Charities"
168,PAYA LEBAR CHINESE METHODIST CHURCH,Registered,S88CC0549A,Not Applicable,Religious,Christianity,
169,PAYA LEBAR METHODIST CHURCH,Registered,S87CC0520L,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
170,PERDAUS,Registered,S64SS0031J,Not Applicable,Religious,Islam,Training & education
171,Persatuan Pemudi Islam Singapura (PPIS),Registered with IPC,S64SS0011K,From 01/10/2021 to 31/3/2024,Social and Welfare,Community,"Direct Services Financial assistance, bursaries & scholarships"
172,Persatuan Ulama dan Guru-Guru Agama Islam(Singapura)(Islamic Scholars and Religious Teachers Assoc.),Registered,S57SS0012G,Not Applicable,Religious,Islam,"Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
173,PERTAPIS EDUCATION AND WELFARE CENTRE,Registered,S71SS0014H,From 01/7/2022 to 31/3/2023,Social and Welfare,"Children/Youth,Community,Eldercare",Direct Services
174,PESI B DAVAR MEMORIAL DONATION FUND,Registered,S84CC0060F,Not Applicable,Others,General Charitable Purposes,
175,PRESERVATION OF MONUMENTS FUND,Registered with IPC,T03CC1669C,From 01/1/2022 to 31/12/2023,Arts and Heritage,Historical & Cultural Conservation,"Public awareness, promotion & advisory Training & education Research"
176,PRO BONO SG,Registered with IPC,201700430E,From 01/4/2022 to 31/3/2025,Others,General Charitable Purposes,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
177,Public Free Clinic Society,Registered with IPC,S95SS0069F,From 01/7/2021 to 30/6/2024,Health,TCM Clinic,"Direct Services Public awareness, promotion & advisory"
178,QUANTEDGE FOUNDATION (SINGAPORE) LTD.,Registered with IPC,201532866G,From 17/2/2021 to 16/2/2024,Others,General Charitable Purposes,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Research"
179,RAHMATAN LIL ALAMIN FOUNDATION LTD.,Registered with IPC,200910530Z,From 23/11/2021 to 22/11/2023,Others,General Charitable Purposes,Grantmaking
180,RAY OF HOPE,Registered with IPC,201229333H,From 31/3/2023 to 30/3/2025,Social and Welfare,"Community,Family","Direct Services Financial assistance, bursaries & scholarships"
181,REACH COMMUNITY SERVICES SOCIETY,Registered with IPC,S98SS0144L,From 01/11/2021 to 31/10/2024,Social and Welfare,"Children/Youth,Community,Family","Direct Services Financial assistance, bursaries & scholarships"
182,REDEMPTION HILL CHURCH,Registered,T09SS0187A,Not Applicable,Religious,Christianity,
183,REDEMPTORIST FATHERS CORPORATION,Exempt Charity,T08CC4014F,Not Applicable,Religious,"Christianity,Environment",
184,Republic Polytechnic Education Fund,Registered with IPC,T03CC1740J,From 01/4/2022 to 31/3/2027,Education,Local Educational Institutions/Funds,Training & education
185,REUBEN MEYER TRUST FUND,Registered,S85CC0169K,Not Applicable,Others,General Charitable Purposes,Supports other Charities
186,Revival Centre Church,Registered,S62SS0063F,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
187,RIVERLIFE CHURCH LTD,Registered,200100806D,Not Applicable,Religious,Christianity,
188,Sagaramudra Buddhist Society,Registered,S88SS0090C,Not Applicable,Religious,Buddhism,
189,Samaritans of Singapore,Registered with IPC,S69SS0047D,From 01/4/2022 to 31/12/2024,Social and Welfare,"Community,Support Groups","Direct Services Public awareness, promotion & advisory Training & education Research"
190,SASCO SENIOR CITIZENS' HOME,Registered with IPC,S89CC0702G,From 07/7/2022 to 06/4/2024,Social and Welfare,"Community,Eldercare,Support Groups",Direct Services
191,SATHYA SAI SOCIAL SERVICE (SINGAPORE),Registered with IPC,S96SS0160E,From 01/5/2023 to 30/9/2025,Social and Welfare,Community,Direct Services
192,SAVE THE CHILDREN ASIA REGIONAL OFFICE LIMITED,Registered,201024335C,Not Applicable,Others,Children/Youth,
193,Secretary of the Synod of the Diocese of Singapore,Exempt Charity,T08CC4016J,Not Applicable,Religious,"Christianity,Environment",
194,SEVENTH-DAY ADVENTIST CONFERENCE (SINGAPORE),Registered,S96SS0003E,Not Applicable,Religious,Christianity,
195,SG ENABLE LTD.,Registered with IPC,200822425N,From 01/3/2021 to 28/2/2024,Social and Welfare,"Disability (Adult),Disability (Children)","Public awareness, promotion & advisory"
196,SHINE Children and Youth Services,Registered with IPC,S76SS0021F,From 01/4/2023 to 31/7/2026,Social and Welfare,Children/Youth,"Direct Services Financial assistance, bursaries & scholarships Training & education Research"
197,SINGAPORE ARTS SCHOOL LTD.,Registered with IPC,200500775C,From 25/7/2020 to 24/7/2024,Arts and Heritage,Training & Education,"Financial assistance, bursaries & scholarships Training & education"
198,"Singapore Association for Mental Health, The",Registered with IPC,S68SS0038A,From 01/1/2022 to 31/12/2024,Health,Diseases/Illnessess Support Group,Direct Services
199,"SINGAPORE ASSOCIATION FOR THE DEAF, THE",Registered with IPC,S62SS0061C,From 01/7/2021 to 30/6/2024,Social and Welfare,Disability (Adult),"Direct Services Training & education Public awareness, promotion & advisory"
200,Singapore Badminton Association,Registered with IPC,S61SS0032A,From 07/4/2021 to 06/4/2024,Sports,NSAs,Training & education
201,SINGAPORE BALLET LIMITED,Registered with IPC,198702432N,From 02/6/2022 to 01/6/2023,Arts and Heritage,"Professional, Contemporary & Ethnic Dance",Direct Services
202,SINGAPORE BIBLE COLLEGE,Registered,S91CC0796K,Not Applicable,Religious,Christianity,Training & education
203,SINGAPORE BIBLE COLLEGE LIMITED,Registered,201020904N,Not Applicable,Religious,Christianity,Training & education
204,"Singapore Buddhist Federation, The",Registered,S64SS0008K,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
205,Singapore Buddhist Free Clinic,Registered with IPC,S69SS0009J,From 01/10/2021 to 30/9/2024,Health,TCM Clinic,Direct Services
206,Singapore Buddhist Lodge Welfare Foundation,Registered with IPC,S96SS0012C,From 01/6/2021 to 29/2/2024,Social and Welfare,Community,"Financial assistance, bursaries & scholarships"
207,"Singapore Buddhist Lodge, The",Registered,S61SS0026B,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
208,Singapore Buddhist Welfare Services,Registered with IPC,S81SS0060H,From 01/7/2022 to 31/1/2024,Social and Welfare,Community,"Direct Services Financial assistance, bursaries & scholarships Training & education"
209,Singapore Chee Hoon Kog Moral Promotion Society,Registered,S82SS0013J,Not Applicable,Religious,Others,"Direct Services Financial assistance, bursaries & scholarships"
210,SINGAPORE CHINESE CHAMBER OF COMMERCE FOUNDATION,Registered with IPC,196600028C,From 01/1/2021 to 31/12/2023,Others,General Charitable Purposes,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
211,SINGAPORE CHRISTIAN HOME,Registered with IPC,S77SS0040C,From 22/1/2023 to 21/1/2026,Health,Nursing Home,Direct Services
212,SINGAPORE CLAN FOUNDATION,Registered with IPC,198601162H,From 04/12/2022 to 03/6/2024,Arts and Heritage,"Historical & Cultural Conservation,Training & Education","Public awareness, promotion & advisory Training & education"
213,SINGAPORE COLLEGE OF INSURANCE LIMITED,Registered,199408491M,Not Applicable,Others,General Charitable Purposes,Training & education
214,Singapore Disability Sports Council,Registered with IPC,S73SS0035B,From 27/12/2020 to 26/12/2023,Sports,"Disability Sports,NSAs",Training & education
215,Singapore Ice Skating Association,Registered with IPC,S98SS0168E,From 01/1/2021 to 31/12/2023,Sports,NSAs,"Direct Services Public awareness, promotion & advisory Training & education"
216,Singapore Indian Education Trust,Registered,S67SS0016E,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
217,Singapore Kindness Movement,Registered with IPC,S97SS0063G,From 01/7/2021 to 30/6/2023,Others,General Charitable Purposes,"Public awareness, promotion & advisory"
218,SINGAPORE KOREAN INTERNATIONAL SCHOOL LTD.,Registered,199301198G,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
219,SINGAPORE POLYTECHNIC ENDOWMENT FUND,Exempt Charity with IPC,T08CC3015L,From 01/4/2021 to 31/3/2026,Education,Local Educational Institutions/Funds,Training & education
220,SINGAPORE RED CROSS SOCIETY,Registered with IPC,S86CC0370E,From 01/1/2023 to 31/10/2025,Others,General Charitable Purposes,Direct Services Training & education
221,SINGAPORE REPERTORY THEATRE LTD,Registered with IPC,199301614N,From 01/10/2021 to 30/9/2023,Arts and Heritage,Theatre & Dramatic Arts,Direct Services
222,SINGAPORE RUGBY UNION,Registered,S66SS0003G,Not Applicable,Sports,NSAs,Training & education
223,Singapore Sailing Federation,Registered with IPC,S66SS0013A,From 25/5/2022 to 24/5/2025,Sports,NSAs,Training & education
224,"SINGAPORE SCOUT ASSOCIATION, THE",Registered with IPC,S85CC0196D,From 01/9/2022 to 31/8/2025,Education,Uniformed Groups,Training & education
225,"Singapore Shooting Association, The",Registered with IPC,S65SS0039D,From 27/12/2020 to 26/12/2023,Sports,NSAs,
226,Singapore Swimming Association,Registered with IPC,S61SS0088B,From 01/7/2021 to 30/6/2024,Sports,NSAs,
227,Singapore Table Tennis Association,Registered with IPC,S65SS0005E,From 20/2/2021 to 19/2/2024,Sports,NSAs,Training & education
228,Singapore Taekwondo Federation,Registered,S74SS0031A,From 12/3/2021 to 11/3/2022,Sports,NSAs,Direct Services Training & education
229,SINGAPORE TAXI ACADEMY,Registered,200306728C,Not Applicable,Others,General Charitable Purposes,"Direct Services Research Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
230,SINGAPORE TEOCHEW FOUNDATION LIMITED,Registered,201027503Z,Not Applicable,Social and Welfare,Community,"Financial assistance, bursaries & scholarships Supports other Charities"
231,SINGAPORE THONG CHAI MEDICAL INSTITUTION,Registered with IPC,196000175E,From 01/7/2022 to 30/6/2025,Health,TCM Clinic,Direct Services
232,SINGAPORE TYLER PRINT INSTITUTE,Registered with IPC,200008878C,From 01/11/2022 to 31/10/2025,Arts and Heritage,Visual Arts,"Public awareness, promotion & advisory"
233,Singapore Youth Flying Club,Registered,S71SS0050L,Not Applicable,Others,Children/Youth,Training & education
234,SINGHEALTH FOUNDATION (FORMERLY KNOWN AS SINGHEALTH ENDOWMENT FUND),Deregistered,T02CC1576B,Not Applicable,Health,,Grantmaking
235,SJI INTERNATIONAL SCHOLARSHIPS AND BURSARIES FUND,Registered with IPC,T06CC1997C,From 30/9/2022 to 29/9/2025,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
236,SNEC HEALTH RESEARCH ENDOWMENT FUND,Registered with IPC,T02CC1574K,From 01/4/2021 to 31/3/2024,Health,,Training & education Research
237,SNM WELFARE SERVICES,Deregistered,S87CC0475C,Not Applicable,Social and Welfare,"Community,Eldercare","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
238,Society for The Aged Sick,Registered with IPC,S68SS0022J,From 01/9/2021 to 31/8/2024,Health,Nursing Home,Direct Services
239,Society of Sheng Hong Welfare Services,Registered with IPC,T00SS0066C,From 01/1/2022 to 31/12/2023,Social and Welfare,"Children/Youth,Community,Eldercare,Family",Direct Services
240,Society of St. Vincent De Paul (National Council of Singapore),Registered,S61SS0149B,Not Applicable,Social and Welfare,"Children/Youth,Community,Family","Direct Services Financial assistance, bursaries & scholarships"
241,SOUTH CENTRAL COMMUNITY FAMILY SERVICE CENTRE LIMITED,Registered with IPC,201301276N,From 01/1/2021 to 31/12/2023,Social and Welfare,"Community,Family","Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Research"
242,"SPECIAL OLYMPICS ASIA PACIFIC, LTD.",Registered,200906631E,Not Applicable,Sports,Non-NSAs,"Research Supports other Charities Training & education Public awareness, promotion & advisory"
243,SPECTRA SECONDARY SCHOOL,Registered with IPC,201300697M,From 03/6/2022 to 02/6/2027,Education,Local Educational Institutions/Funds,Training & education
244,Sree Narayana Mission (Singapore),Registered with IPC,S48SS0016D,From 01/3/2021 to 29/2/2024,Social and Welfare,"Community,Eldercare","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
245,SRI SENPAGA VINAYAGAR TEMPLE,Registered,T02CC1612A,Not Applicable,Religious,Hinduism,Direct Services
246,ST FRANCIS METHODIST SCHOOL LTD.,Registered,201021676W,Not Applicable,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
247,St James' Church,Exempt Charity,T08CC4077B,Not Applicable,Religious,Christianity,Direct Services
248,St John's - St Margaret's Church,Exempt Charity,T08CC4080B,Not Applicable,Religious,Christianity,
249,St. John Singapore,Registered with IPC,S70SS0009L,From 01/7/2021 to 30/6/2024,Health,Others,Training & education
250,SWISS SCHOOL IN SINGAPORE,Registered,196700214W,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
251,TEMASEK FOUNDATION CARES CLG LIMITED,Deregistered,200909154Z,From 01/4/2019 to 31/3/2022,Social and Welfare,"Community,Disability (Adult),Disability (Children),Eldercare,Family","Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
252,TEMASEK FOUNDATION CONNECTS CLG LIMITED,Deregistered,201614829H,From 21/5/2019 to 20/5/2021,Others,General Charitable Purposes,Training & education
253,TEMASEK FOUNDATION NURTURES CLG LIMITED,Deregistered,201108956W,From 27/6/2019 to 26/6/2022,Others,General Charitable Purposes,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
254,TEMASEK POLYTECHNIC GENERAL EDUCATION FUND,Exempt Charity with IPC,T08CC3020C,From 01/4/2022 to 31/3/2027,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships Training & education"
255,THE ANGLO-CHINESE SCHOOLS FOUNDATION LIMITED,Registered,201104685R,Not Applicable,Education,Foundations & Trusts,Grantmaking
256,THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS SINGAPORE LIMITED,Registered,197000072D,Not Applicable,Religious,Christianity,
257,THE COMMUNITY FOUNDATION OF SINGAPORE,Registered with IPC,200817758M,From 22/9/2022 to 21/9/2025,Others,General Charitable Purposes,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities"
258,THE FOOD BANK SINGAPORE LTD.,Registered with IPC,201200654E,From 01/2/2021 to 31/7/2023,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education Research"
259,THE HEAD FOUNDATION,Registered,201306160D,Not Applicable,Others,General Charitable Purposes,"Research Financial assistance, bursaries & scholarships Supports other Charities Grantmaking Training & education"
260,THE HOKKIEN FOUNDATION,Registered with IPC,197701426D,From 01/6/2022 to 31/5/2024,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
261,THE INSTITUTE OF BANKING AND FINANCE,Registered,197402045E,Not Applicable,Others,General Charitable Purposes,Training & education
262,THE INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES (ASIA) LTD,Registered,200106226Z,Not Applicable,Others,Think Tanks,Research
263,THE INTERNATIONAL UNION AGAINST TUBERCULOSIS AND LUNG DISEASE ASIA PACIFIC LIMITED,Registered,200919200E,Not Applicable,Health,Others,"Grantmaking Public awareness, promotion & advisory Training & education Research"
264,THE LEMON TREE FOUNDATION,Registered,T09CC0006A,Not Applicable,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships Training & education"
265,THE MAJURITY TRUST LIMITED,Registered with IPC,201734370C,From 14/4/2022 to 13/4/2024,Others,General Charitable Purposes,"Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
266,THE PEOPLES PRESBYTERIAN CHURCH,Registered,T12SS0056L,Not Applicable,Religious,Christianity,Direct Services
267,THE RICE COMPANY LIMITED,Registered with IPC,201408699H,From 01/2/2023 to 31/1/2024,Arts and Heritage,"Music & Orchestras,Others,Professional, Contemporary & Ethnic Dance,Theatre & Dramatic Arts,Training & Education,Visual Arts",Training & education
268,THE SIR MANASSEH MEYER SYNAGOGUE AND SCHOOL TRUST,Registered,S88CC0570H,Not Applicable,Religious,Others,
269,The Straits Times School Pocket Money Fund,Registered with IPC,T11CC0007D,From 01/2/2023 to 31/1/2026,Social and Welfare,Family,"Financial assistance, bursaries & scholarships"
270,THE TABERNACLE CHURCH AND MISSIONS LIMITED,Registered,197700359D,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
271,THE UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS,Registered,199900175N,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
272,THE UWCSEA FOUNDATION LIMITED,Registered,200404580M,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
273,THEKCHEN CHOLING SINGAPORE LTD.,Registered,202005191K,Not Applicable,Religious,Buddhism,"Direct Services Financial assistance, bursaries & scholarships"
274,Thye Hua Kwan Moral Society,Registered,S78SS0031K,Not Applicable,Religious,Others,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities"
275,THYE HUA KWAN NURSING HOME LIMITED,Registered with IPC,201323219Z,From 29/6/2022 to 28/6/2025,Health,Nursing Home,Direct Services
276,Toa Payoh Seu Teck Sean Tong,Registered,S69SS0015H,Not Applicable,Religious,Buddhism,Direct Services
277,TRAILBLAZER FOUNDATION LTD.,Registered with IPC,200208130H,From 15/10/2022 to 14/10/2025,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships Supports other Charities"
278,Trans Family Services,Registered with IPC,S88SS0005D,From 01/8/2021 to 30/4/2024,Social and Welfare,Family,Direct Services
279,TRINITY ANNUAL CONFERENCE WOMEN'S SOCIETY OF CHRISTIAN SERVICE,Registered,S90CC0754D,Not Applicable,Religious,Christianity,Supports other Charities Training & education
280,TRINITY THEOLOGICAL COLLEGE,Registered,T01CC1488C,Not Applicable,Religious,Christianity,Training & education
281,TRUE GRACE PRESBYTERIAN CHURCH,Registered,T12SS0075C,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Training & education"
282,TRYBE LIMITED,Registered with IPC,199507763G,From 01/9/2022 to 31/8/2025,Social and Welfare,"Children/Youth,Community,Family",Direct Services
283,TSAO FOUNDATION,Registered with IPC,199302114W,From 14/9/2021 to 13/9/2024,Health,Others,Direct Services Training & education Research
284,TTSH COMMUNITY FUND,Registered with IPC,201400920N,From 20/7/2021 to 19/7/2024,Health,,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
285,TUNG LING BIBLE SCHOOL LTD.,Registered,198403071C,Not Applicable,Religious,Christianity,Training & education
286,UNLV SINGAPORE LIMITED,Registered,200510909D,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
287,Viriya Community Services,Registered with IPC,T01SS0059B,From 01/10/2020 to 30/9/2023,Social and Welfare,"Community,Family","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
288,Vision 2030 Fund,Registered with IPC,T14CC0007H,From 09/9/2021 to 08/9/2025,Sports,Others,"Public awareness, promotion & advisory"
289,VIVA FOUNDATION FOR CHILDREN WITH CANCER,Registered with IPC,200601578E,From 15/5/2021 to 14/5/2024,Health,,Training & education Research
290,WAT ANANDA METYARAMA,Registered,S99CC1374J,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
291,WILD RICE LTD,Registered with IPC,200100891D,From 01/6/2022 to 30/11/2023,Arts and Heritage,Theatre & Dramatic Arts,Direct Services
292,WWF-WORLD WIDE FUND FOR NATURE (SINGAPORE) LIMITED,Registered,200602275E,Not Applicable,Others,Environment,
293,XiSer CareServe,Registered,T05SS0221K,Not Applicable,Health,Nursing Home,
294,ZION BISHAN BIBLE-PRESBYTERIAN CHURCH,Registered,T10SS0029G,Not Applicable,Religious,Christianity,